pointer_offsets;pointer_value;separators;extract
0xD6BC08;0x0097EC70;00 00;@42†EB10 Songstress's Duet†@40†Beyond the eyes... that place is a world of illusion.†@41†KEI
0xD6D9E4;0x0097ED30;00 00 00 00;@42†G-CB01 Song Maiden Academy†@40†Fantasy's △. I won't let you escape again.†@41†KEI
0xD6BC3C;0x0097EDE0;00 00 00 00;@42†EB10 Songstress's Duet†@40†I can't stop thinking about her.†@41†KEI
0xD4C6EC;0x0097EE84;00 00;@42†BT04 Shadow Devourer†@40†Realize what needs to be done. Face the reality.†It's ahead of you.†@41†KEI
0xD480D8;0x0097EF44;00 00;"@42†G-LD01 Legend Deck ""The""†Dark “Ren Suzugamori”」†@40†Yeah, knowing your place is important, huh?†@41†KEI"
0xD44EAC;0x0097F014;00 00 00 00;@42†TD10 Bottom Smasher†@40†Acknowledge reality and yourself, then rise up.†That's all.†@41†KEI
0xD6AE04;0x0097F0EC;00 00 00 00;@42†EB10 Songstress's Duet†@40†Just by looking into her eyes, you are hers.†Capture the foe with your feminine charm.†@41†KEI
0xD5ECA4;0x0097F1D4;00 00;@42†BT17 Inferno Dance†@40†When wielded for comrades, this spear commands a great army.†Shatter its resolve.†@41†Kazuya Okazaki
0xD5A1B0;0x0097F2C8;00 00;@42†BT14 Lightning Glare†@40†I know what true treasure is, you know.†Oh, it's you.†@41†Kazuya Okazaki
0xD56180;0x0097F388;00 00;@42†BT11 Wyrm Unleashed†@40†Hurry up and get better! I'll support you!†@41†Ynezawa Mao
0xD5537C;0x0097F434;00 00 00 00;@42†BT10 Knight King Triumph†@40†Sorry~♪ Can you help me pass there?†@41†Ynezawa Mao
0xD56048;0x0097F4BC;00 00 00 00;@42†BT11 Wyrm Unleashed†@40†They are there by our side when we are going through the toughest times.†You'll get one.†@41†Ynezawa Mao
0xD5A5C0;0x0097F58C;00 00;@42†BT14 Lightning Glare†@40†That is mythology, the forgotten wonder of adults.†Mystical dream.†@41†Yui Furota
0xD6B520;0x0097F65C;00 00 00 00;@42†EB10 Songstress's Duet†@40†It's no good! It's really no good!†@41†T-TRACK
0xD6B554;0x0097F6E4;00 00 00 00;@42†EB10 Songstress's Duet†@40†Hey♪ I told you it wouldn't work, right?†@41†T-TRACK
0xD6DC88;0x0097F77C;00 00 00 00;@42†G-CB01 Song Maiden Academy†@40†There's something about beauty that smells of danger.†@41†T-TRACK
0xD6DCBC;0x0097F834;00 00;@42†G-CB01 Song Maiden Academy†@40†It's probably too late though. I've already got all the cut cards.†Oh.†@41†T-TRACK
0xD741B0;0x0097F8F0;00 00 00 00;@42†ＰＲ†@40††@41†Asuka West
0xD72C28;0x0097F91C;00 00;@42†ＰＲ†@40†So, she pulls off a thousand costumes.†Great Actor.†@41†Asuka West
0xD7347C;0x0097F9BC;00 00;@42†ＰＲ†@40†Sadness, joy, and love. The costume encompasses all.†To express.†@41†Asuka West
0xD692CC;0x0097FA74;00 00;@42†EB06 Lyrica the Song Princess†@40†The road to top idol status requires hard work and experience.†From me, it begins.†@41†Asuka West
0xD44110;0x0097FB38;00 00 00 00;@42†TD06 Thunder Dragon's Roar†@40†The Dragon Dancer is wrapped in lightning, legend follows.†Awaken the power within.†@41†Long Month Misoka
0xD695E8,0xD69D04;0x0097FC1C;00 00;Battle Sister, Monaka
0xD489A4,0xD687B0;0x0097FC34;00 00 00 00;Battle Sister, Mocha
0xD5AFB4;0x0097FC4C;00 00 00 00;@42†BT14 Lightning Glare†@40†Resound, Galgantua Thunder!†Arrow!†@41†Respectfully Seiichi Nikai
0xD580FC;0x0097FCE4;00 00 00 00;@42†BT12 Black Ring Shackles†@40†Be who eradicates the limits of monsters, Beastmaster†to call.†@41†Respectfully Seiichi Nikai
0xD4ACB8;0x0097FDD0;00 00 00 00;@42†BT03 Mage Lord Invasion†@40†Comfort the迷茫 darkness and guide it to heaven!†Moonshadow Orb!†@41†Kōji Takeshi
0xD4BCC4;0x0097FEB4;00 00;@42†BT03 Mage Lord Invasion†@40†Fallen soul of darkness... Return to heaven!†Moonshadow Orb!†@41†Kōji Takeshi
0xD6F688;0x0097FF94;00 00;@42†G-FC01 Fighter's Collection†2015†@40†Moon Reader. A woman who deciphers the moon's time to know the future.†God.†@41†Kōji Takeshi
0xD4ACEC;0x00980080;00 00;@42†BT03 Mage Lord Invasion†@40†Close your eyes and let the glow within your heart shine through. That†It is the light of hope.†@41†Kōji Takeshi
0xD4B9EC;0x00980178;00 00 00 00;@42†BT03 Mage Lord Invasion†@40†Even if it's darkness now, there will inevitably come a time when light shines through.†It arrives.†@41†Kōji Takeshi
0xD4A054;0x00980248;00 00 00 00;@42†BT02 Dragon Soul Chaos Dance†@40†The trainees will strive. Someday, they'll become the center.†To sing for you.†@41†Kōji Takeshi
0xD67558;0x00980304;00 00;@42†EB02 Song Maiden's Banquet†@40†The trainees will strive. Someday, they'll become the center.†To sing for you.†@41†Kōji Takeshi
0xD43138;0x009803CC;00 00;@42†TD01 Holy Realm Sword Saint†@40†You're okay, you can still fight.†@41†Kōji Takeshi
0xD48620;0x00980464;00 00 00 00;@42†Rise to Royalty†@40†You're okay, you can still fight.†@41†Kōji Takeshi
0xD48FAC;0x009804EC;00 00;@42†BT01 Knight King's Arrival†@40†I will always help you.†@41†Kōji Takeshi
0xD6EF04;0x00980578;00 00 00 00;@42†FC01 Fighters Collection†2013†@40†Blessing of Mystery upon you...†Embrace of Deep Love!†@41†Miyoshi Zekka
0xD5AC74;0x00980630;00 00;@42†BT14 Lightning Glare†@40†Don't move!†@41†Miyoshi Zekka
0xD4E564;0x00980698;00 00;@42†BT06 Limit Break†@40†Sparkle with the brilliance of life! Pour down,†Starlight's Benevolent Rain!†@41†Miyoshi Zekka
0xD4B50C;0x00980788;00 00 00 00;@42†BT03 Mage Lord Invasion†@40†Finish it up!†@41†Miyoshi Zekka
0xD5578C;0x009807F0;00 00 00 00;@42†BT11 Wyrm Unleashed†@40†Love for all existence! Believe, cos†This is my divine mandate!†@41†Miyoshi Zekka
0xD726E0;0x009808C4;00 00;"@42†ＰＲ†@40†I will not retreat. Under the name ""Genesis"".†Go!†@41†Miyoshi Zekka"
0xD5662C;0x00980938;00 00 00 00;@42†BT11 Wyrm Unleashed†@40†Aqua Dragon Perishes Not! Only Waiting for the Time!†@41†Miyoshi Zekka
0xD5127C;0x009809EC;00 00 00 00;@42†BT08 Azure Gale Fleet†@40†Pour down, snow of flowers! Upon all living things!†May blessings be upon you!†@41†Miyoshi Zekka
0xD546B0;0x00980ADC;00 00;@42†BT10 Knight King Triumph†@40†Get out! You have no chance against evil.†No way!†@41†Miyoshi Zekka
0xD61988;0x00980BA0;00 00 00 00;@42†G-BT02 Windflower Sky Ascend†@40†You can fly! Probably!†@41†Miyoshi Zekka
0xD56C44;0x00980C28;00 00 00 00;@42†BT11 Wyrm Unleashed†@40†Cut down the evil ones! Divay!†Scissors!†@41†Miyoshi Zekka
0xD437B8;0x00980CE0;00 00;@42†TD03 Golden War Machine†@40†Next Round, Fight!†@41†Miyoshi Zekka
0xD49354;0x00980D58;00 00;@42†BT01 Knight King's Arrival†@40†Next Round, Fight!†@41†Miyoshi Zekka
0xD4E42C;0x00980DC8;00 00;@42†BT06 Limit Break†@40†Awaken, inhabitants of the underworld! Cocutis·†Servant!†@41†Miyoshi Zekka
0xD5A0AC;0x00980E7C;00 00;@42†BT14 Lightning Glare†@40†Spin, Life Spiral! Wistaria Li†Incarnation!†@41†Miyoshi Zekka
0xD5D068;0x00980F30;00 00 00 00;@42†BT16 Dragon Sword Dual Combat†@40†Thought I couldn't slash with a wooden sword?†@41†Miyoshi Zekka
0xD48EDC;0x00980FD0;00 00;@42†BT01 Knight King's Arrival†@40†Your dropped weapon is this copper sword.†Is that so? Or perhaps with this legendary holy sword?†Huh?†@41†Miyoshi Zekka
0xD6FA30;0x009810CC;00 00 00 00;@42†G-FC01 Fighter's Collection†2015†@40†The prison of absolute zero may not be so bad once you get used to it.†It's true, isn't it?†@41†Miyoshi Zekka
0xD4ED84;0x00981194;00 00 00 00;@42†BT06 Limit Break†@40†Oh, a soldier afraid of injections?†@41†Miyoshi Zekka
0xD5BE54;0x00981238;00 00 00 00;@42†BT15 Infinite Rebirth†@40†Holy Dog Caution.†@41†Miyoshi Zekka
0xD5FBE0;0x009812AC;00 00 00 00;@42†G-BT01 Time-Space Transcendence†@40†Dragons are Logic. Dragon Kings are Kings of Logic.†@41†Miyoshi Zekka
0xD517C4;0x0098137C;00 00;@42†BT08 Azure Gale Fleet†@40†Small as it may be, a magic wand.†@41†Miyoshi Zekka
0xD4F8E4;0x00981410;00 00;@42†BT06 Limit Break†@40†That is the deepest layer of the underworld. Forever frozen.†Prison.†@41†Miyoshi Zekka
0xD495C4;0x009814E4;00 00;@42†BT01 Knight King's Arrival†@40†Wet-shirted playboy.†@41†Miyoshi Zekka
0xD47510;0x0098156C;00 00 00 00;@42†G-TD04 Blue Cavalier of the Sea God†@40†Blue Knight who guards the vast seaplain.†@41†Miyoshi Zekka
0xD5397C;0x00981640;00 00;@42†BT09 Dragon Knight Clash†@40†The Crimson Wings are a testament to overflowing love and passion.†Seems like.†@41†Miyoshi Zekka
0xD4E940;0x00981710;00 00;@42†BT06 Limit Break†@40†Life and death are but slight changes in condition.†It's not excessive.†@41†Miyoshi Zekka
0xD5766C;0x009817CC;00 00 00 00;@42†BT12 Black Ring Shackles†@40†You have yet to feel the true terror of that monster.†Never before.†@41†Miyoshi Zekka
0xD5EC08;0x0098188C;00 00 00 00;@42†BT17 Inferno Dance†@40†Grant you new power, honest one.†Well.†@41†Miyoshi Zekka
0xD65ECC;0x00981948;00 00;@42†G-BT04 Divine Soul Assault†@40†I will fulfill your wish.†@41†Miyoshi Zekka
0xD6F85C;0x009819DC;00 00;@42†G-FC01 Fighter's Collection†2015†@40†Stars, civilization, small lives. Let's protect them, fire.†In order to never fade away.†@41†Miyoshi Zekka
0xD64228;0x00981AC8;00 00;@42†G-BT03 Sovereign Dragon Star†@40†Distorted and cloudy, none at all. Just pure and innocent shine.†ki.†@41†Miyoshi Zekka
0xD5EEAC;0x00981B88;00 00;@42†BT17 Inferno Dance†@40†Accumulated techniques hone the warrior.†@41†Miyoshi Zekka
0xD63CAC;0x00981C38;00 00 00 00;@42†G-BT03 Sovereign Dragon Star†@40†The hero crushes the army.†@41†Miyoshi Zekka
0xD51790;0x00981CE4;00 00 00 00;@42†BT08 Azure Gale Fleet†@40†The Dragon of the Forest nurtures magic, and cherishes it.†Scatter across the world.†@41†Miyoshi Zekka
0xD52734;0x00981DC0;00 00 00 00;@42†BT08 Azure Gale Fleet†@40†Life sprouts, grows, and eventually blossoms into greatness.†Open.†@41†Miyoshi Zekka
0xD4FA1C;0x00981E94;00 00 00 00;@42†BT06 Limit Break†@40†Even if I become just a fragment of a star, I will†I'll heal you.†@41†Miyoshi Zekka
0xD6ECC8;0x00981F68;00 00 00 00;@42†Leader and Extirpator†@40†More!†@41†Miyoshi Zekka
0xD504E0;0x00981FE0;00 00;@42†BT07 Beast King Burst Advance†@40†To know its essence is key. The brush brings it into form.†You're going to change it.†@41†Miyoshi Zekka
0xD4E8A4;0x009820A0;00 00 00 00;@42†BT06 Limit Break†@40†I won't give up until the very end. That's why,†Believe.†@41†Miyoshi Zekka
0xD6C93C;0x0098214C;00 00;@42†EB12 Goddess's Round Dance†@40†This is what you wanted to know.†@41†Miyoshi Zekka
0xD72BC0;0x009821D4;00 00;@42†ＰＲ†@40†Even if I can't do it well now... someday,†Definitely.†@41†Miyoshi Zekka
0xD4F0C4;0x00982238;00 00;@42†BT06 Limit Break†@40†Like decoration until it moves.†na.†@41†Miyoshi Zekka
0xD5BBE4;0x009822CC;00 00;@42†BT15 Infinite Rebirth†@40†We Blue Gale Fleet won't let you toy with us.†Can't help you.†@41†Miyoshi Zekka
0xD4E8D8;0x0098237C;00 00;@42†BT06 Limit Break†@40†I want to be a doctor when I grow up.†Lunatic.†@41†Miyoshi Zekka
0xD495F8;0x00982424;00 00;@42†BT01 Knight King's Arrival†@40†Of course, it's very quiet here.†It's a comfortable place to rest.†@41†Miyoshi Zekka
0xD714CC;0x009824F0;00 00 00 00;@42†ＰＲ†@40†Even if you become just a soul, the phoenix will rise from the ashes.†rule.†@41†Miyoshi Zekka
0xD51EE0;0x00982584;00 00 00 00;@42†BT08 Azure Gale Fleet†@40†Dragons are a race close to the source of magic.†rule.†@41†Miyoshi Zekka
0xD4475C;0x00982640;00 00 00 00;@42†TD08 Sanctuary Liberator†@40†The eagle with skill shall guard the future.†@41†Miyoshi Zekka
0xD4DAA0;0x009826F4;00 00;@42†BT05 Dual Sword Awakening†@40†Bioloid, proud guardian of nature's honor.†You are a being.†@41†Miyoshi Zekka
0xD53504;0x009827BC;00 00 00 00;@42†BT09 Dragon Knight Clash†@40†They are the foundation of the strategy and simultaneously part of it.†It is itself.†@41†Miyoshi Zekka
0xD4D5C0;0x00982894;00 00;@42†BT05 Dual Sword Awakening†@40†Neo Nexus is known for粮食生产，六大国之一†which accounts for a large proportion, the world's largest grain†It is a Matter Major.†@41†Miyoshi Zekka
0xD65748;0x009829D0;00 00;@42†G-BT04 Divine Soul Assault†@40†In the Holy Realm, there are guardians watching over the Guardian Dragons.†@41†Miyoshi Zekka
0xD5F734;0x00982A88;00 00 00 00;@42†BT17 Inferno Dance†@40†It's the perfect storm. Hop on the big wave.†I can go there.†@41†Miyoshi Zekka
0xD61098;0x00982B40;00 00 00 00;@42†G-BT01 Time-Space Transcendence†@40†Empyrean Dragon Emperor rules over the principle of fire.†@41†Miyoshi Zekka
0xD633BC;0x00982C04;00 00 00 00;@42†MBT01 Neon Messiahs†@40†Extract the existence of all things.†@41†Miyoshi Zekka
0xD70DE4;0x00982C80;00 00;@42†ＰＲ†@40†A skilled breeder is brimming with courage†is dubbed alongside.†@41†Miyoshi Zekka
0xD47AC0;0x00982D30;00 00 00 00;@42†MTD01 Extirpator of Malevolent Stars†@40†Ravage it. World.†@41†Miyoshi Zekka
0xD7180C;0x00982DCC;00 00 00 00;@42†ＰＲ†@40†Ah, I see. Seals are important, huh?†Hm.†@41†Miyoshi Zekka
0xD726AC;0x00982E34;00 00;@42†ＰＲ†@40†If you have an unwavering belief, you will not yield.†There are none.†@41†Miyoshi Zekka
0xD66754;0x00982EC0;00 00 00 00;@42†EB01 Comic Style vol. 1†@40†None shall escape from my sword! Binding Fury Slash!!†@43†Akira Ito†@41†Miyoshi Zekka
0xD6A5B0;0x00982F8C;00 00 00 00;@42†EB09 Genesis Dragon God†@40†Wild and ruthless blastwind! Rusele†Stream!†@43†Akira Ito†@41†Miyoshi Zekka
0xD4BE64;0x0098306C;00 00;@42†BT04 Shadow Devourer†@40†Death and despair are my blade! Spin, Shadow!†W·Ileijon!†@43†Akira Ito†@41†Miyoshi Zekka
0xD70B40;0x00983150;00 00;@42†ＰＲ†@40†To protect the smiles of the people, the young king rides.†Lead soldiers into battle.†@43†Akira Ito†@41†Miyoshi Zekka
0xD70B74;0x0098323C;00 00;@42†ＰＲ†@40†The king's steed has lion-like quills.†Say.†@43†Akira Ito†@41†Miyoshi Zekka
0xD70BDC;0x009832D8;00 00;"@42†ＰＲ†@40†It's not just cute; it's amazing too.†It's a plot.†@43†Akira Ito†@41†Miyoshi Zekka"
0xD6ACCC;0x00983378;00 00;@42†EB09 Genesis Dragon God†@40†Roaring dragon's roar. Flame raging on the battlefield.†He comes.†@43†Akira Ito†@41†Miyoshi Zekka
0xD6063C;0x00983494;00 00;@42†G-BT01 Time-Space Transcendence†@40†If it's arrows, I've got more than enough to sell.†@41†Pure Fresh Shop
0xD4670C;0x00983528;00 00;@42†TD17 Resolution Dragon Curse†@40†That blade is a tremor in the法则.†@41†Pure Fresh Shop
0xD68704;0x009835D0;00 00 00 00;@42†EB05 Divine Vanguards†@40†Ugh! He said he wouldn't do it!†@41†S.of.L
0xD489FC;0x00983664;00 00;@42†BT01 Knight King's Arrival†@40†Oh no oh no oh no, this way worse!†@41†S.of.L
0xD688A4;0x009836D8;00 00 00 00;@42†EB05 Divine Vanguards†@40†Huhuhuhu, you like pain?†@41†S.of.L
0xD4878C,0xD49798;0x0098377C;00 00 00 00;@42†BT01 Knight King's Arrival†@40†Huhuhuhu, you like pain?†@41†S.of.L
0xD710BC,0xD71604;0x00983810;00 00;@42†ＰＲ†@40†The lance steals everything.†@41†S.of.L
0xD5B8A4;0x0098387C;00 00;@42†BT15 Infinite Rebirth†@40†The lance steals everything.†@41†S.of.L
0xD687D4;0x0098390C;00 00;@42†EB05 Divine Vanguards†@40†Avoiding is futile. My kick will always hit.†of.†@41†S.of.L
0xD511AC;0x009839EC;00 00 00 00;@42†BT07 Beast King Burst Advance†@40†Her sword pierces everything and leaves nothing.†Do not harm. On the stage, though.†@41†S.of.L
0xD489C8;0x00983AE8;00 00;@42†BT01 Knight King's Arrival†@40†The prophet's kick will always hit.†@41†S.of.L
0xD43B94;0x00983B8C;00 00;@42†TD05 Silver Wolf's Claws Strike†@40†Whirling wind becomes a storm, and the boy is now a warrior.†becomes.†@41†S.of.L
0xD4FD5C;0x00983C78;00 00;@42†BT07 Beast King Burst Advance†@40†No cards or traps are set.†@41†S.of.L
0xD55828;0x00983D04;00 00 00 00;@42†BT11 Wyrm Unleashed†@40†Cursed magic, now break the seal and unleash the Flame Inferno.†Become and sweep away!†@41†Hajio Yoshimasa
0xD49A08;0x00983E04;00 00 00 00;@42†BT02 Dragon Soul Chaos Dance†@40†Vanishing Field! Disappear!†Halt, mere soldiers!†@41†Hajio Yoshimasa
0xD56CE0;0x00983EB8;00 00 00 00;@42†BT11 Wyrm Unleashed†@40†Wretched prisoner of the Blaze Pit! Behold the end!†Bestow mercy!†@41†Hajio Yoshimasa
0xD4AA48;0x00983FB0;00 00 00 00;@42†BT02 Dragon Soul Chaos Dance†@40†Do you have the right to fight me? Vanish.†NG FIELD!†@41†Hajio Yoshimasa
0xD4D72C;0x00984068;00 00 00 00;@42†BT05 Dual Sword Awakening†@40†The breath of the Ninja Dragon devours darkness and reshapes the world's order.†Disturb.†@41†Hajio Yoshimasa
0xD55960;0x00984154;00 00;@42†BT11 Wyrm Unleashed†@40†I should warn you... Don't provoke the Dragon Knight.†砂｡†@41†Hajio Yoshimasa
0xD5D1A0;0x00984210;00 00;@42†BT16 Dragon Sword Dual Combat†@40†The Infinite轨道 does not choose its battlefield.†@41†KWKM
0xD70C44;0x009842B0;00 00;@42†ＰＲ†@40†Blade of Charred Execution, Burning Edge†Cusquention!†@41†Tony Takazaki
0xD4B408;0x00984350;00 00;@42†BT03 Mage Lord Invasion†@40†Even to hell, this monster must not be released.†Exist.†@41†Tony Takazaki
0xD74218;0x00984400;00 00;@42†ＰＲ†@40††@41†Tatsumaru Natsuki
0xD6E2A0;0x00984430;00 00 00 00;@42†G-CB01 Song Maiden Academy†@40††@41†Tatsumaru Natsuki
0xD6BBA0;0x00984498;00 00;@42†EB10 Songstress's Duet†@40†Bad guys get eight-legged keys & suction cups.†Home!†@41†Tatsumaru Natsuki
0xD6AD68;0x00984570;00 00;@42†EB10 Songstress's Duet†@40†Octopus is cute, right! Octopus·Octopus·Octopus,†Yes!†@41†Tatsumaru Natsuki
0xD6AD9C;0x00984608;00 00 00 00;@42†EB10 Songstress's Duet†@40†Yeah, jellyfish! They're cool so I like them.†So it's settled!†@41†Tatsumaru Natsuki
0xD6BBD4;0x009846AC;00 00;@42†EB10 Songstress's Duet†@40†Stab you! Prick prick! Because I'm a jellyfish!†@41†Tatsumaru Natsuki
0xD68E54;0x00984744;00 00 00 00;@42†EB06 Lyrica the Song Princess†@40†So, let's all give it our best today...†Please support me...†@41†Tatsumaru Natsuki
